isogroup15928	GO:0022626;GO:0016363;GO:0005730;GO:0005634;GO:0005726;GO:0070761;GO:0048786;GO:0043234;GO:0008023;GO:0051117;GO:0003677;GO:0042802;GO:0046872;GO:0030674;GO:0003723;GO:0000492;GO:0045944;GO:0051259;GO:0006396
isogroup09201	
isogroup11694	GO:0045177;GO:0005737;GO:0005783;GO:0005615;GO:0001525;GO:0007050;GO:0060716;GO:0016525;GO:0043537;GO:0010596;GO:0001937;GO:1901491;GO:2000772;GO:0009611
isogroup15243	GO:0015030;GO:0016607;GO:0005524;GO:0004004;GO:0003723;GO:0007420;GO:0060216;GO:0048546;GO:0031017;GO:0072576;GO:0000398;GO:0045648;GO:1902038;GO:0045621;GO:0010468;GO:0010501
isogroup05125	GO:0016021;GO:0033179;GO:0005774;GO:0015078;GO:0015991
isogroup26798	GO:0004721
isogroup04697	GO:0009331;GO:0005743;GO:0005509;GO:0052591;GO:0043010;GO:0006094;GO:0019563;GO:0006072;GO:0035264
isogroup07854	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0016605;GO:0033768;GO:0050681;GO:0003677;GO:0030331;GO:0031491;GO:0033142;GO:0042803;GO:0032184;GO:0017025;GO:0031624;GO:0061630;GO:0004842;GO:0008270;GO:0071243;GO:0071345;GO:0071480;GO:0072711;GO:0071394;GO:0008584;GO:0060548;GO:0033234;GO:0045944;GO:0045893;GO:0043161;GO:0051865;GO:0070979;GO:0070936;GO:0085020;GO:0070534;GO:0016567;GO:0090234;GO:0090169;GO:0046685;GO:0032355;GO:0044752;GO:0007283;GO:0006351
isogroup18441	GO:0005829;GO:0005634;GO:0004061;GO:0019441
isogroup24760	GO:0005634;GO:0097196;GO:0008270;GO:0000724;GO:0050821
isogroup10849	GO:0005813;GO:0005737;GO:0005638;GO:0005811;GO:0005875;GO:0072686;GO:0005635;GO:0005637;GO:0005652;GO:0005634;GO:0000922;GO:0005102;GO:0005198;GO:0008344;GO:0007569;GO:0007417;GO:0051297;GO:0040003;GO:0006342;GO:0001745;GO:0048546;GO:0035262;GO:0070870;GO:0046331;GO:0007084;GO:0008285;GO:0050777;GO:0006998;GO:0071763;GO:0007097;GO:0031081;GO:0006997;GO:0090435;GO:0007283;GO:0007430
isogroup14369	GO:0005764;GO:0071986;GO:0071230;GO:0043154;GO:0043547;GO:0032008;GO:0061462;GO:0008361;GO:0019079
isogroup13890	
isogroup06679	GO:0046872;GO:0004748;GO:0009263;GO:0006260
isogroup22904	GO:0035097;GO:0042800;GO:0043565;GO:0003700;GO:0008270;GO:0007275;GO:0006351
isogroup11451	GO:0005634;GO:0051301;GO:0007067
isogroup18699	GO:0005737;GO:0004843;GO:0006511
isogroup00825	GO:0080008;GO:0005730;GO:0032040;GO:0000462;GO:0016567
isogroup22144	GO:0009986;GO:0005737;GO:0004198;GO:0060014;GO:0001553;GO:0001541;GO:0006508
isogroup06185	GO:0005737;GO:0005829;GO:0005925;GO:0030027;GO:0005847;GO:0016607;GO:0005654;GO:0005634;GO:0005886;GO:0032587;GO:0016308;GO:0005524;GO:0019900;GO:0031532;GO:0090630;GO:0060326;GO:0010761;GO:0048041;GO:0006661;GO:0046488;GO:0008654;GO:0072661;GO:0097178
isogroup21876	GO:0005737;GO:0005739;GO:0005634;GO:0005524;GO:0008641;GO:0016567
isogroup33393	GO:0015935;GO:0003723;GO:0003735;GO:0006412
isogroup03733	GO:0030529;GO:0005654;GO:0005634;GO:0019899;GO:0044822;GO:0006355;GO:0009615;GO:0006396;GO:0006351
isogroup12101	GO:0000793;GO:0005737;GO:0005634;GO:0003682;GO:0005087;GO:0051301;GO:0007417;GO:0007067;GO:0022008;GO:0006607;GO:0007346;GO:0050767;GO:0046822;GO:0007419
isogroup00429	GO:0005634;GO:0003684;GO:0019899;GO:0006284;GO:0006281;GO:0021766;GO:0042493;GO:0001666;GO:0010033;GO:0000012
isogroup36111	GO:1990298;GO:0000777;GO:0000776;GO:0033597;GO:0005654;GO:0043130;GO:0008608;GO:0051301;GO:0007059;GO:0051321;GO:0000070;GO:0007094;GO:0051983;GO:0071173
isogroup18663	GO:0045179;GO:0016324;GO:0016327;GO:0005938;GO:0035003;GO:0005524;GO:0046872;GO:0017022;GO:0004697;GO:0004674;GO:0034332;GO:0045176;GO:0055059;GO:0045167;GO:0060446;GO:0007043;GO:0046667;GO:0003382;GO:0045198;GO:0090163;GO:0000132;GO:0007163;GO:0045197;GO:0045196;GO:0016332;GO:0016334;GO:0051601;GO:0007294;GO:0035556;GO:0030011;GO:0035011;GO:0007613;GO:0001738;GO:0007314;GO:0007309;GO:0051491;GO:0010592;GO:0002052;GO:0072659;GO:0006468;GO:0030860;GO:0007423;GO:0007283;GO:0007416;GO:0007430;GO:0045186
isogroup03910	GO:0005913;GO:0036464;GO:0022625;GO:0005925;GO:0016020;GO:0005634;GO:0044822;GO:0003735;GO:0098609;GO:0002181;GO:0000027
isogroup04968	GO:0005783;GO:0005509;GO:0044325;GO:0051219;GO:0005080;GO:0003723;GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0006807;GO:0051291;GO:0072001
isogroup20411	GO:0061700;GO:0034198;GO:0032008
isogroup12624	GO:0005737;GO:0008757;GO:0032259
isogroup20921	GO:0005737;GO:0005634;GO:0000151;GO:0050681;GO:0031624;GO:0061630;GO:0019787;GO:0008270;GO:0032436;GO:0045893;GO:0000209;GO:0042787;GO:0060765;GO:0006355;GO:0007165;GO:0006351
isogroup01577	GO:0005840;GO:0003735;GO:0006412
isogroup23720	GO:0016607;GO:0005654;GO:0000166;GO:0044822;GO:0002244;GO:0006397;GO:0048025;GO:0008380
isogroup33895	GO:0071012;GO:0071013;GO:0071014;GO:0071020;GO:0000974;GO:0000350;GO:0000389
isogroup03903	GO:0005654;GO:0005689;GO:0000166;GO:0097157;GO:0030626;GO:0032502;GO:0000398
isogroup08921	GO:0003964
isogroup25548	GO:0022626;GO:0022627;GO:0005840;GO:0003735;GO:0002181;GO:0000462;GO:0006412
isogroup35102	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351
isogroup13842	GO:0005737;GO:0005654;GO:0003677;GO:0000981;GO:0015074
isogroup22605	GO:0022627;GO:0003735;GO:0000028;GO:0006412
isogroup24078	GO:0015629;GO:0005737;GO:0005634
isogroup18012	GO:0005737;GO:0003729;GO:0048312;GO:0007005
isogroup20731	GO:0005524;GO:0003910;GO:0046872;GO:0051103;GO:0006310;GO:0006260
isogroup11669	GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0005667;GO:0003677;GO:0046872;GO:0003700;GO:0001662;GO:0048706;GO:0045892;GO:0001843;GO:0045893;GO:0033599;GO:0006357;GO:0006366;GO:0008542
isogroup02411	GO:0015030;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0042802;GO:0008022
isogroup19311	GO:0005524;GO:0031625;GO:0004842;GO:0006511
isogroup16319	GO:0005829;GO:0005794;GO:0034709;GO:0005634;GO:0001046;GO:0008469;GO:0003714;GO:0051301;GO:0032922;GO:0090161;GO:0034969;GO:0043985;GO:0033314;GO:0007067;GO:1901800;GO:0007088;GO:0006355;GO:0006351
isogroup05532	GO:0030014;GO:0005737;GO:0005634;GO:0004532;GO:0046872;GO:0004535;GO:0003723;GO:0043928;GO:0031047;GO:0070966;GO:0000289;GO:2000327;GO:0006355;GO:0006417;GO:0006351
isogroup37602	GO:0005737;GO:0005524;GO:0008349;GO:0004672;GO:0004674;GO:0004702;GO:0007257;GO:0035556;GO:0006468
isogroup14777	GO:0005634;GO:0006355;GO:0006351
isogroup22184	GO:0072546;GO:0016021;GO:0006915;GO:0034975
isogroup34184	GO:0005739;GO:0005654;GO:0005634;GO:0046872;GO:0044822;GO:0004809;GO:0000049;GO:0006400;GO:0002940
isogroup31568	GO:0005730;GO:0032040;GO:0009561;GO:0042274;GO:0006364
isogroup30259	GO:0005737;GO:0005829;GO:0031419;GO:0008705;GO:0008898;GO:0008270;GO:0031103;GO:0071732;GO:0009235;GO:0009086;GO:0032259;GO:0007399;GO:0042558;GO:0048678;GO:0000096
isogroup11112	GO:0005576;GO:0003993;GO:0046872
isogroup25198	GO:0005622;GO:0003676;GO:0015074;GO:0006355
isogroup11855	GO:0005576;GO:0048666
isogroup15126	GO:0004345;GO:0050661;GO:0051156;GO:0006006;GO:0006739;GO:0006098
isogroup09794	
isogroup22349	GO:0005829;GO:0005622;GO:0018444;GO:0005525;GO:0003924;GO:0044822;GO:0003747;GO:0002184;GO:0000082;GO:0000184;GO:0006479
isogroup13507	GO:0005662;GO:0005634;GO:0016605;GO:0046872;GO:0003697;GO:0006310;GO:0006281;GO:0006260;GO:0007507
isogroup15954	GO:0005634;GO:0035326;GO:0046872;GO:0003950;GO:0008209;GO:0071407;GO:0008210;GO:0060325;GO:0008585;GO:0030097;GO:0001822;GO:0044236;GO:0010629;GO:0006807;GO:0060021;GO:0048008;GO:0045732;GO:0009791;GO:0006471;GO:0048705;GO:0048745;GO:0001570
isogroup13212	GO:0005737;GO:0005886;GO:0005524;GO:0042803;GO:0004674;GO:0004702;GO:0007049;GO:0046777;GO:2000401
isogroup32307	GO:0005654;GO:0005634;GO:0005721;GO:0005657;GO:0003886;GO:0003677;GO:0009008;GO:0008327;GO:1990841;GO:0003723;GO:0008270;GO:0071230;GO:0016569;GO:0006306;GO:0043045;GO:0016458;GO:0010216;GO:0045814;GO:0051573;GO:0000122;GO:0010628;GO:0051571;GO:0090309;GO:0007265;GO:0042127;GO:0006351
isogroup02716	GO:0005737;GO:0000790;GO:0005654;GO:0005634;GO:0043234;GO:0051879;GO:0032403;GO:0001824;GO:0007049;GO:0008283;GO:0006260;GO:0006335;GO:0006336;GO:0043486;GO:0008584;GO:0006334;GO:0015031;GO:0033574
isogroup35695	
isogroup04649	GO:0022627;GO:0070062;GO:0005615;GO:0016020;GO:0043209;GO:0005730;GO:0005654;GO:0046872;GO:0044822;GO:0003735;GO:0006281;GO:0006412;GO:0019985
isogroup02761	GO:0006950
isogroup22794	GO:0005938;GO:0030427;GO:0090527;GO:0000902;GO:0031175;GO:0006355;GO:0006351
isogroup11493	GO:0005654;GO:0005634;GO:0043234;GO:0071906;GO:0071837;GO:0070491;GO:0001106;GO:0003714;GO:0008134;GO:0007015;GO:0048813;GO:0046331;GO:0090090;GO:0045879;GO:0000122;GO:0045892;GO:0030178;GO:0007399;GO:0006355;GO:0007541;GO:0006351;GO:0016055
isogroup17816	GO:0016324;GO:0016021;GO:0004622;GO:0004623;GO:0016042;GO:2000344
isogroup08641	GO:0005622
isogroup12842	GO:0005813;GO:0005737;GO:0016021;GO:0016020;GO:0005654;GO:0004842;GO:0008270;GO:0042787;GO:0016032
isogroup25277	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup20820	GO:0016021;GO:0005509;GO:0004872;GO:0006898
isogroup38580	GO:0030126;GO:0005783;GO:0005789;GO:0005793;GO:0033116;GO:0005794;GO:0032580;GO:0000139;GO:0016021;GO:0030133;GO:0006888;GO:0015031;GO:0006890
isogroup08936	GO:0005634;GO:0005681;GO:0003723;GO:0000398
isogroup04062	GO:0005737;GO:0005764;GO:0004557;GO:0008456;GO:0005975;GO:0016139
isogroup20614	GO:0005737;GO:0005634;GO:0017017;GO:0004725;GO:0000188;GO:0051321;GO:0071850;GO:0043409;GO:0051447;GO:0035970;GO:0035335;GO:0090266
isogroup15210	GO:0034451;GO:0036064;GO:0031514;GO:0060271;GO:0034453
isogroup07495	GO:0005634;GO:0008270;GO:0007399;GO:0006355;GO:0006351
isogroup18443	GO:0005737;GO:0005634;GO:0004057;GO:0016598
isogroup11230	GO:0005789;GO:0005576;GO:0005794;GO:0042470;GO:0033018;GO:0005509
isogroup35241	GO:0048471;GO:0005669;GO:0030154;GO:0001833;GO:0051457;GO:0045893;GO:0045598;GO:0006351
isogroup06371	GO:0005840;GO:0003735;GO:0006412
isogroup17748	GO:1904115;GO:0005694;GO:0005737;GO:0005829;GO:0005871;GO:0016020;GO:0030496;GO:0016363;GO:0005654;GO:0005876;GO:0005524;GO:0008574;GO:0003677;GO:0003777;GO:0008089;GO:0019886;GO:0007018;GO:0000281;GO:0051256;GO:0006996;GO:0006890
isogroup05230	GO:0005524;GO:0005509;GO:0004674
isogroup09208	GO:0060170;GO:0005737;GO:0005829;GO:0070062;GO:0005615;GO:0016020;GO:0043209;GO:0043005;GO:0005654;GO:0005886;GO:0004347;GO:0016866;GO:0048029;GO:0031625;GO:0046185;GO:0001525;GO:0061621;GO:0005975;GO:0034101;GO:0006094;GO:0051156;GO:0042593;GO:0007599;GO:0006959;GO:0001701;GO:0007611;GO:0001707;GO:0019242;GO:0043154;GO:0043524;GO:0046686;GO:0032355;GO:0035902;GO:0043278;GO:0035994;GO:0032570;GO:0033574
isogroup09309	
isogroup16107	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup12453	GO:0005737;GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0006468
isogroup17513	GO:0009815;GO:0051213;GO:0046872;GO:0009693
isogroup20818	GO:0005777;GO:0019166;GO:0006633
isogroup37263	GO:0009346;GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005739;GO:0005654;GO:0005886;GO:0005524;GO:0003878;GO:0048037;GO:0046872;GO:0006085;GO:0006101;GO:0006633;GO:0008610;GO:0006107
isogroup34113	GO:0005789;GO:0016021;GO:0005741;GO:0005739;GO:0005524;GO:0102391;GO:0004467;GO:0032869;GO:0006631;GO:0015908;GO:0008654;GO:0032000;GO:0010747;GO:0010867;GO:0070723;GO:0009749;GO:0007584;GO:0009744
isogroup04926	GO:0032592;GO:0005743;GO:0031966;GO:0005739;GO:0043234;GO:0097177;GO:0042803;GO:0009060;GO:0033615;GO:0032981;GO:0097031;GO:0032780;GO:0051354;GO:0051205;GO:0051262
isogroup18322	GO:0005737;GO:0005829;GO:0031235;GO:0005096;GO:0046872;GO:0071277;GO:0035556;GO:0034260;GO:0046580
isogroup10697	GO:0005737;GO:0005794;GO:0005654;GO:0005886;GO:0031932;GO:0070300;GO:0005547;GO:0043325;GO:0080025;GO:0005546;GO:0030950;GO:0046580;GO:0031098;GO:0021762;GO:0038203
isogroup12199	GO:0005783;GO:0005788;GO:0005789;GO:0016021;GO:0016020;GO:0042803;GO:0044265;GO:0008203;GO:0001573;GO:0030203;GO:0031987;GO:0007042;GO:0045862;GO:0030163;GO:0007601
isogroup18669	GO:0005887;GO:0005337
isogroup03206	GO:0005739;GO:0003995;GO:0009055;GO:0000062;GO:0050660;GO:0052890;GO:0033539;GO:0055088;GO:0006574
isogroup03732	GO:0005737;GO:0031410;GO:0005783;GO:0070971;GO:0005789;GO:0005768;GO:0070062;GO:0031965;GO:0005634;GO:0060090;GO:0005509;GO:0004198;GO:0048306;GO:0042802;GO:0043495;GO:0046983;GO:0042803;GO:0006919;GO:0001525;GO:0006915;GO:0034605;GO:0006886;GO:0051898;GO:0032007;GO:0030948;GO:0045766;GO:0043280;GO:0010595;GO:0001938;GO:0051592;GO:0036324
isogroup10201	GO:0005737;GO:0003839;GO:0006751
isogroup04778	GO:0005737;GO:0005770;GO:0005886
isogroup28893	GO:0033185;GO:0005789;GO:0030176;GO:0004582;GO:0006506;GO:0035269;GO:0031647
isogroup03040	GO:0005737;GO:0005634;GO:0004519;GO:0046872;GO:0043022;GO:0007049;GO:0051301;GO:0008283;GO:0051276;GO:0007492;GO:0060231;GO:0070651;GO:0070966;GO:0070481;GO:0030513;GO:0032790;GO:0071025;GO:0019827;GO:0006412
isogroup35232	GO:0008270
isogroup35059	GO:0043034;GO:0005856;GO:0005925;GO:0042383;GO:0016528;GO:0030018;GO:0030506;GO:0048747
isogroup13994	GO:0005737;GO:0016597;GO:0003941;GO:0004794;GO:0030170;GO:0009097;GO:0006565;GO:0006567
isogroup11861	GO:0001701
isogroup24984	GO:0005737;GO:0005856;GO:0008270
isogroup06829	GO:0005634;GO:0003677
isogroup08097	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0030154;GO:0007275
isogroup04265	GO:0016021;GO:0005765;GO:0005886;GO:0016787;GO:0046872;GO:0019369;GO:0016042;GO:0007405;GO:0022008;GO:0042136
isogroup04206	GO:0005789;GO:0005643;GO:0043022;GO:0003746;GO:0051028;GO:0045727;GO:0045901;GO:0045905;GO:0015031;GO:0006452
isogroup01074	GO:0042470;GO:0005859;GO:0030016;GO:0032982;GO:0005524;GO:0003774;GO:0008307
isogroup06191	GO:0000123;GO:0005654;GO:0004402;GO:0003700;GO:0008270;GO:0006260;GO:0043966;GO:0043983;GO:0043981;GO:0043982;GO:0006351
isogroup03460	GO:0016021;GO:0005739;GO:0042405;GO:0005643;GO:0003729;GO:0005487;GO:0007399;GO:0016973
isogroup00667	GO:0005737;GO:0005634;GO:0000987;GO:0046872;GO:0001133;GO:0000122;GO:0045944;GO:0031335;GO:0006357;GO:0006351
isogroup07274	GO:0005829;GO:0005759;GO:0005524;GO:0009374;GO:0004075;GO:0019899;GO:0046872;GO:0004658;GO:0006768;GO:0019626
isogroup39146	GO:0016740;GO:0008270;GO:0016567
isogroup11886	GO:0005737;GO:0043564;GO:0016020;GO:0070419;GO:0000784;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0051575;GO:0005524;GO:0004003;GO:0003684;GO:0003691;GO:0044877;GO:0044822;GO:0008022;GO:0042162;GO:0044212;GO:0031625;GO:0007420;GO:0008283;GO:0071475;GO:0071398;GO:0071480;GO:0071481;GO:0032508;GO:0006310;GO:0006302;GO:0006303;GO:0060218;GO:1904430;GO:0045892;GO:0050769;GO:0048660;GO:0042493;GO:0000723;GO:0006351
isogroup09135	GO:0005789;GO:0016021;GO:0015031;GO:0016192
isogroup34410	GO:0005737;GO:0005634;GO:0019904;GO:0030346;GO:0004864;GO:0016569;GO:0006336;GO:0060548;GO:0014823
isogroup22953	GO:0005634;GO:0005705;GO:0003677;GO:0046872;GO:0001077;GO:0008595;GO:0045450;GO:0032504;GO:0048477;GO:0045944
isogroup23256	GO:0042995
isogroup11939	GO:0005730;GO:0016279;GO:0018026;GO:0018023;GO:0042254
isogroup03939	GO:0005826;GO:0005737;GO:0034657;GO:0005887;GO:0016363;GO:0005634;GO:0005819;GO:0007155;GO:0007049;GO:0051301;GO:0007010;GO:0048822;GO:0043249;GO:0043066;GO:0033033;GO:0043161;GO:0042787
isogroup15744	GO:0016323;GO:0070062;GO:0005887;GO:0016020;GO:0005886;GO:0005524;GO:0016887;GO:0042626;GO:0043225;GO:0015420;GO:0005215;GO:0009235;GO:0006691;GO:0042493;GO:0055085;GO:0006810
isogroup21440	GO:0005737;GO:0044306;GO:0005634;GO:0003729;GO:0000166;GO:0001069;GO:0043565;GO:0003697;GO:0000014;GO:0070935;GO:0003231;GO:0006397;GO:0048025;GO:0051148;GO:0000956;GO:0032024;GO:0010976;GO:1904411;GO:0045727;GO:0000381;GO:0008380
isogroup13002	GO:0000506;GO:0016021;GO:0017176;GO:0006506
isogroup05474	GO:0031901;GO:0005783;GO:0030133;GO:0046872;GO:0015031
isogroup12220	GO:0005923;GO:0005911;GO:0097149;GO:0032154;GO:0005737;GO:0030496;GO:0072686;GO:0005634;GO:0005096;GO:0042803;GO:0017048;GO:0005089;GO:0004871;GO:0090630;GO:0032147;GO:0070830;GO:0000902;GO:0071277;GO:0070301;GO:0071479;GO:0000910;GO:0035556;GO:0043065;GO:0032467;GO:0043547;GO:0043123;GO:0045666;GO:0042307;GO:0051260;GO:0015031;GO:0051988;GO:0045859;GO:0035023
isogroup20251	GO:0045177;GO:0005903;GO:0070062;GO:0016460;GO:0001725;GO:0030018;GO:0005509;GO:0032036;GO:0070527;GO:0008360
isogroup12413	GO:0005913;GO:0036464;GO:0022625;GO:0005925;GO:0016020;GO:0005634;GO:0044822;GO:0003735;GO:0098609;GO:0002181;GO:0000027
isogroup04393	GO:0004021;GO:0030170;GO:0006103;GO:0009058;GO:0042853;GO:0042851
isogroup03499	GO:0005912;GO:0005923;GO:0030054;GO:0042995;GO:0005737;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0051393;GO:0005524;GO:0070997
isogroup07382	GO:0005788;GO:0032991;GO:0042470;GO:0003755;GO:0032403;GO:0061077;GO:0000413
isogroup30086	GO:0046872;GO:0003964
isogroup32303	GO:0005634;GO:0000502;GO:0005838;GO:0008540;GO:0034515;GO:0030234;GO:0008270;GO:0006974;GO:0043161;GO:0042176
isogroup30597	GO:0045177;GO:0005938;GO:0005737;GO:0000922;GO:0005092;GO:0042802;GO:0000166;GO:0000132;GO:0007186;GO:0060487;GO:0051661;GO:0007052
isogroup10680	GO:0005930;GO:0005737;GO:0031514;GO:0036126;GO:1904158;GO:0006457
isogroup19995	
isogroup11163	GO:0005634;GO:0003677;GO:0004519;GO:0032502;GO:0015074;GO:0006313
isogroup20367	GO:0019781;GO:0045116
isogroup30688	GO:0043020;GO:0046872;GO:0016491;GO:0005244;GO:0006954;GO:0006801
isogroup02956	GO:0004190
isogroup09647	GO:0005634;GO:0003677;GO:0046872;GO:0070301;GO:0006935;GO:0006954;GO:0010595;GO:0001938;GO:0010628;GO:0032757;GO:0002690;GO:0006355;GO:0006351
isogroup12748	GO:0015030;GO:0071013;GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0046540;GO:0044822;GO:0007050;GO:0097193;GO:0000481;GO:0045292;GO:0000398;GO:0045585;GO:0000387
isogroup14433	GO:0005730;GO:0005654;GO:0005634;GO:0005525;GO:0003924;GO:0007281;GO:0002119;GO:0042127;GO:0040014;GO:0042254
isogroup02969	GO:0009982;GO:0003723;GO:0031119
isogroup19390	GO:0031461;GO:0005737;GO:0070062;GO:0005794;GO:0016020;GO:0005654;GO:0005634;GO:0000151;GO:0030154;GO:0043086;GO:0045899;GO:0045893;GO:0016567;GO:0010265
isogroup06516	GO:0005913;GO:0070062;GO:0005794;GO:0005654;GO:0005839;GO:0004298;GO:0098609;GO:0051603
isogroup30191	GO:0005811;GO:0005875;GO:0005759;GO:0005739;GO:0003995;GO:0009055;GO:0000062;GO:0050660;GO:0070991;GO:0052890;GO:0006635;GO:0033539;GO:0055088
isogroup33924	GO:0005758;GO:0005739;GO:0005634;GO:0043565;GO:0008134;GO:0007005;GO:0045944;GO:1900037;GO:0006351
isogroup11245	GO:0005737;GO:0004029;GO:0004777;GO:0009013;GO:0009450;GO:0006807
isogroup30588	GO:0005576
isogroup14418	GO:0045177;GO:0016324;GO:0005903;GO:0031526;GO:0005905;GO:0030139;GO:0005783;GO:0005768;GO:0070062;GO:0005794;GO:0016021;GO:0005765;GO:0016020;GO:0043235;GO:0005509;GO:0004872;GO:0035904;GO:0008283;GO:0060976;GO:0030900;GO:0007507;GO:0006898;GO:0003281;GO:0006766
isogroup35310	GO:0009986;GO:0005783;GO:0005788;GO:0070062;GO:0005925;GO:0042470;GO:0043209;GO:0005634;GO:0044822;GO:0003756;GO:0045454;GO:2001238;GO:0006457;GO:0034976
isogroup01973	GO:0016020;GO:0032420;GO:0005262;GO:0050982;GO:0007605
isogroup38272	GO:0005737;GO:0005856;GO:0070062;GO:0014069;GO:0005524;GO:0005085;GO:0046872;GO:0004674;GO:0030676;GO:0008344;GO:0001662;GO:0048148;GO:0061368;GO:0046959;GO:0007595;GO:0042711;GO:0060137;GO:0007613;GO:0060125;GO:0007528;GO:0060999;GO:0061003;GO:0043547;GO:1900273;GO:0048168;GO:1903076;GO:0035023;GO:0051966;GO:0009612;GO:0007266;GO:0014909;GO:0048659;GO:0035176
isogroup14994	GO:0005737;GO:0005868;GO:0031901;GO:0005768;GO:0019898;GO:0016020;GO:0005886;GO:0043234;GO:0031201;GO:0005154;GO:0005158;GO:1990460;GO:0035091;GO:1990459;GO:0032456;GO:0006897;GO:1903595;GO:0015031;GO:0016050
isogroup13871	GO:0005634;GO:0031298;GO:0003688;GO:0046872;GO:0003697;GO:0006974;GO:0006270
isogroup30255	GO:0030529;GO:0042470;GO:0005730;GO:0005634;GO:0005886;GO:0000974;GO:0005681;GO:0005524;GO:0006397;GO:0045892;GO:0008380;GO:0006351
isogroup00327	GO:0030289;GO:0019888
isogroup20725	GO:0005884;GO:0043197;GO:0008290;GO:0043025;GO:0030017;GO:0071203;GO:0051015;GO:0030036;GO:0051016;GO:0000902;GO:0007010;GO:0051490;GO:0022604;GO:0010591
isogroup27662	GO:0009986;GO:0005737;GO:0005856;GO:0005925;GO:0044822;GO:0007044;GO:0010761
isogroup06877	GO:0000243;GO:0005685;GO:0071004;GO:0000395
isogroup00505	GO:0005737;GO:0005829;GO:0070062;GO:0005739;GO:0005634;GO:0005777;GO:0016892;GO:0036041;GO:1904012;GO:0044822;GO:0046914;GO:1904013;GO:0007420;GO:0070314;GO:0001822;GO:0030324;GO:0050680;GO:0017148;GO:0006449;GO:0033993;GO:1902074
isogroup38668	GO:0005887;GO:0004957;GO:0006954;GO:0014827;GO:0060455;GO:0007200;GO:0007204
isogroup17854	
isogroup21376	GO:0016021;GO:0005743;GO:0005749;GO:0009055;GO:0020037;GO:0046872;GO:0000104;GO:0006121;GO:0006099
isogroup09295	GO:0005829;GO:0030425;GO:0016020;GO:0043025;GO:0045453;GO:0031175
isogroup11289	GO:0005783;GO:0016021;GO:0016409;GO:0019706;GO:0018345
isogroup18003	GO:0035243;GO:0018216
isogroup08695	GO:0017101;GO:0005737;GO:0005829;GO:0097452;GO:0030529;GO:0016020;GO:0005524;GO:0004818;GO:0051020;GO:0004827;GO:0035613;GO:0071346;GO:0006424;GO:0017148;GO:0006433;GO:0006461;GO:0006418
isogroup08607	GO:0000777;GO:0005789;GO:0005634;GO:0005819;GO:0051301;GO:0007067;GO:0015031;GO:0016192
isogroup08590	GO:0000780;GO:0000784;GO:0005720;GO:0031618;GO:1990707;GO:0005634;GO:0005721;GO:0016605;GO:0070603;GO:0031933;GO:0005524;GO:0003682;GO:0070087;GO:0003677;GO:0003678;GO:0015616;GO:0004386;GO:0042393;GO:0046872;GO:0035064;GO:0072711;GO:0006338;GO:0070192;GO:0016569;GO:0030330;GO:0006306;GO:0006310;GO:0006281;GO:0006336;GO:0030900;GO:0000212;GO:0035264;GO:1904908;GO:1901581;GO:0006334;GO:0010571;GO:0032206;GO:1901582;GO:0045944;GO:0035128;GO:0070198;GO:1900112;GO:0006355;GO:0031297;GO:0072520;GO:0060009;GO:0007283;GO:0006351
isogroup20070	GO:0000166;GO:0044822
isogroup33546	GO:0005737;GO:0071339;GO:0000790;GO:0005654;GO:0005669;GO:0033276;GO:0003677;GO:0003713;GO:0003700;GO:0008134;GO:0006352;GO:0001541;GO:0045944;GO:0045893;GO:1901796;GO:0051123;GO:0006368;GO:0006366;GO:0006367;GO:0016032
isogroup13759	GO:0008833;GO:0003677;GO:0008270;GO:0006281
isogroup21153	GO:0070062;GO:0031012;GO:0016021;GO:0016020;GO:0005743;GO:0042645;GO:0005739;GO:0071817;GO:0043209;GO:0005634;GO:0044822;GO:0005215;GO:0031625;GO:0007059;GO:1901029;GO:0008284;GO:0055085
isogroup31960	GO:0005759;GO:0005739;GO:0005524;GO:0009374;GO:0004075;GO:0031406;GO:0003677;GO:0046872;GO:0004736;GO:0006094;GO:0006629;GO:0006107;GO:0071073;GO:0006090
isogroup28208	GO:0005737;GO:0005881;GO:0005789;GO:0016021;GO:0016020;GO:0005525;GO:0007264
isogroup09626	GO:0005759;GO:0005739;GO:0045087
isogroup38796	GO:0005634;GO:0008270;GO:0006355
isogroup14921	GO:0072492;GO:0005739;GO:0030016;GO:0046872;GO:0045454;GO:0006878;GO:0033617;GO:1901799
