isogroup19613	GO:0005737;GO:0000932;GO:0005634;GO:0007620;GO:0008069;GO:0060179;GO:0045571;GO:0046426;GO:0045893
isogroup33327	GO:0016021;GO:0005743;GO:0051287;GO:0008750;GO:0050661;GO:0045454;GO:0006740;GO:0015992;GO:0072593
isogroup29379	GO:0000793;GO:0005654;GO:0005721;GO:0005524;GO:0003682;GO:0035173;GO:0070577;GO:0004715;GO:0004713;GO:0071884;GO:0008270;GO:0006974;GO:0006333;GO:0048096;GO:0006302;GO:0003007;GO:0016572;GO:0045815;GO:0006355;GO:0006351
isogroup03354	GO:0016021;GO:0005743;GO:0005739;GO:0008808;GO:0006754;GO:0032049;GO:0007006
isogroup12139	GO:0005576
isogroup20605	GO:0005737;GO:0030425;GO:0071339;GO:0005654;GO:0005634;GO:0003677;GO:0006355;GO:0006351
isogroup06347	GO:0005730;GO:0032040;GO:0044822;GO:0070037;GO:0019843;GO:0001824;GO:0000462;GO:0017126;GO:0070475
isogroup38356	GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0000151;GO:0002039;GO:0042803;GO:0004842;GO:0008270;GO:0070987;GO:0032436;GO:0031398;GO:0051865;GO:0016567;GO:0042787
isogroup07570	GO:0005737;GO:0005634;GO:0016605;GO:0031386;GO:0016925
isogroup07008	GO:0005737;GO:0005856;GO:0097730;GO:0090090
isogroup04721	GO:0005829;GO:0005739;GO:0070469;GO:0000036;GO:0000035;GO:0031177;GO:0006633;GO:0009245;GO:0006120;GO:0010906;GO:0019233
isogroup22301	GO:0005737;GO:0070062;GO:0005654;GO:0005634;GO:0005886;GO:0004177;GO:0004301;GO:0004463;GO:0070006;GO:0042277;GO:0044822;GO:0008270;GO:0019370;GO:0043171;GO:0006508
isogroup10659	GO:0005789;GO:0005643;GO:0043022;GO:0003746;GO:0051028;GO:0045727;GO:0045901;GO:0045905;GO:0015031;GO:0006452
isogroup19443	GO:0032991;GO:0031966;GO:0031514;GO:0003939;GO:0051287;GO:0008270;GO:0030317;GO:0046370;GO:0006062
isogroup06193	GO:0015030;GO:0005737;GO:0005730;GO:0005654;GO:0005524;GO:0005525;GO:0044822;GO:0007049;GO:0007067;GO:0007000;GO:0006364
isogroup20405	GO:0003746
isogroup09469	GO:0005737;GO:0005856;GO:0003779;GO:0005509;GO:0051693;GO:0030043;GO:0030041;GO:0051014;GO:0045010;GO:0007275
isogroup07459	GO:0005829;GO:0030140;GO:0042609
isogroup06564	GO:0005783;GO:0016021;GO:0015171;GO:0003333
isogroup11670	GO:0005783;GO:0030176;GO:0016020;GO:0005634;GO:0035497;GO:0003682;GO:0043565;GO:0046332;GO:0003700;GO:0044212;GO:0001077;GO:0030968;GO:0070278;GO:0007275;GO:1902236;GO:0001649;GO:0032967;GO:1990440;GO:0030278
isogroup01625	GO:0005737;GO:0045335;GO:0008757;GO:0032259
isogroup05289	
isogroup18408	GO:0005576;GO:0005578;GO:0004222;GO:0008270;GO:0030574;GO:0030199
isogroup02578	GO:0005737
isogroup18725	GO:0045177;GO:0016021;GO:0005886;GO:0032420;GO:0005509;GO:0047485;GO:0007156;GO:0060122;GO:0007626;GO:0007605
isogroup03140	GO:0005737;GO:0008171
isogroup06260	GO:0000932;GO:0005730;GO:0005654;GO:0005634;GO:0043204;GO:0031298;GO:0003682;GO:0001046;GO:0003677;GO:0003917;GO:0044822;GO:0006338;GO:0007059;GO:0032922;GO:0007623;GO:0006260;GO:0006265;GO:0040016;GO:0016310;GO:0012501;GO:0016925;GO:0042493;GO:0016032
isogroup19714	
isogroup06151	GO:0005737;GO:0005524;GO:0004702;GO:0010171;GO:0033563;GO:0002119;GO:0048812;GO:0030334;GO:0032228;GO:0000003
isogroup13740	GO:0070062;GO:0005615;GO:0043231;GO:0005739;GO:0044822;GO:0001835;GO:0007566;GO:0050679
isogroup29517	GO:0030673;GO:0005913;GO:0030863;GO:0032437;GO:0005737;GO:0012505;GO:0070062;GO:0031430;GO:0016020;GO:0005730;GO:0005634;GO:0005886;GO:0014069;GO:0043234;GO:0008091;GO:0030506;GO:0098641;GO:0051020;GO:0005543;GO:0044822;GO:0005200;GO:0051693;GO:0007182;GO:0043001;GO:0071709;GO:0000281;GO:0007009;GO:1900042;GO:1903078;GO:0072661;GO:1903076;GO:0007184
isogroup10239	GO:0031307;GO:0005742;GO:0030943;GO:0015450;GO:0070096;GO:0030150;GO:0016031
isogroup14986	
isogroup27065	GO:0005634;GO:0004649;GO:1990966;GO:0005975
isogroup22922	GO:0000785;GO:0010369;GO:0005737;GO:0005829;GO:0000791;GO:0005654;GO:0005634;GO:0005700;GO:0031933;GO:0070725;GO:0003723;GO:0006342;GO:0048132;GO:0031047;GO:0042078;GO:0030718;GO:0070868;GO:0048133;GO:0010529;GO:0000335;GO:0007279;GO:0090309;GO:0060213;GO:0016441;GO:0016246
isogroup01576	GO:0015629;GO:0005814;GO:0005813;GO:0035253;GO:0005737;GO:0070062;GO:0001917;GO:0005886;GO:0019894;GO:0005198;GO:0007049;GO:0010457;GO:0051297;GO:0032053;GO:0010669;GO:0051656;GO:0045494;GO:0045724;GO:1903566;GO:0008104;GO:0033365
isogroup00649	GO:0005930;GO:0005814;GO:0036064;GO:0005929;GO:0003341;GO:0007368;GO:0036158;GO:1902017
isogroup39077	GO:0005737;GO:0005829;GO:0031965;GO:0000151;GO:0042802;GO:0008139;GO:0003676;GO:0000166;GO:0043130;GO:0061630;GO:0004842;GO:0008270;GO:0000165;GO:0009968;GO:0016567;GO:0007265
isogroup08240	GO:0005840;GO:0003735;GO:0006412
isogroup19362	GO:0016021;GO:0004307;GO:0046872;GO:0006646
isogroup03730	GO:0045178;GO:0070062;GO:0005764;GO:0008239;GO:0004185;GO:0060055;GO:0097009;GO:0042593;GO:0003085;GO:0002353;GO:0006508;GO:0043535;GO:2000377;GO:0002155
isogroup00946	
isogroup11406	GO:0047982;GO:0018826;GO:0030170;GO:0046677
isogroup18041	GO:0005789;GO:0016021;GO:0005578;GO:0102339;GO:0102340;GO:0102342;GO:0102341;GO:0004303;GO:0008201;GO:0016509;GO:0006703;GO:0030198;GO:0006633;GO:0035338;GO:0010811;GO:0006694
isogroup38480	GO:0005634;GO:0005700;GO:0017053;GO:0003682;GO:0003677;GO:0046872;GO:0031208;GO:1990841;GO:0042803;GO:0000978;GO:0000980;GO:0001078;GO:0007298;GO:0048854;GO:0035147;GO:0060446;GO:0001709;GO:0040003;GO:0042675;GO:0048750;GO:0048813;GO:0046843;GO:0035001;GO:0007476;GO:0002121;GO:0031987;GO:0048626;GO:0045892;GO:0048666;GO:0030707;GO:0007422;GO:0043388;GO:0045944;GO:0048053;GO:0045467;GO:0008360;GO:0042682;GO:0016476;GO:0035151;GO:0001964;GO:0007426;GO:0006351
isogroup04923	GO:0070062;GO:0043202;GO:0016787;GO:0016042
isogroup12342	GO:0005737;GO:0005829;GO:0070062;GO:0016787;GO:0000287;GO:0016791;GO:1990738;GO:0009117;GO:0043097
isogroup32767	GO:0004519;GO:0046872;GO:0003964;GO:0006310
isogroup13425	GO:0033391;GO:0005737;GO:0005730;GO:0005634;GO:0005819;GO:0044822;GO:0016428;GO:0000049;GO:0051301;GO:0033313;GO:0007067;GO:0007286;GO:0030488
isogroup14348	GO:0015030;GO:0071013;GO:0005730;GO:0055120;GO:0030018;GO:0051015;GO:0003723;GO:0007517;GO:0006364
isogroup36681	GO:0005739;GO:0003860;GO:0006635;GO:0006574
isogroup26886	GO:0022627;GO:0046872;GO:0003735;GO:0000028;GO:0006412
isogroup10076	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005874;GO:0043005;GO:0015631;GO:0007409;GO:0007420;GO:0035556;GO:0007019;GO:0000281;GO:0007052;GO:0031115;GO:0031175;GO:0051272;GO:0051493;GO:0009615
isogroup19659	GO:0005524
isogroup20319	GO:0005634;GO:0005525;GO:0006974
isogroup07194	GO:0005782;GO:0005777;GO:0047617;GO:0052689;GO:0016290;GO:0005102;GO:0004778;GO:0006637;GO:0043649;GO:0043648;GO:0001676;GO:0035338;GO:0032788;GO:0046459;GO:0006104;GO:0032789;GO:0000038
isogroup23717	GO:0005929;GO:0046872;GO:0008589
isogroup14177	GO:0005829;GO:0016020;GO:0005634;GO:0016231;GO:0004415;GO:0006516;GO:0006044;GO:0006517;GO:0006493
isogroup22330	GO:0020002;GO:0016020;GO:0019013;GO:0004190;GO:0003677;GO:0003887;GO:0003723;GO:0003964;GO:0004523;GO:0039660;GO:0008270;GO:0015074;GO:0006310
isogroup08689	GO:0005576;GO:0005507;GO:0052716;GO:0046274
isogroup06228	GO:0005737;GO:0030529;GO:0046872;GO:0034336;GO:0030030
isogroup18672	GO:0030054;GO:0016021;GO:0045211;GO:0005234;GO:0004970
isogroup15577	GO:0045177;GO:0005814;GO:0005813;GO:0036064;GO:0005737;GO:0000924;GO:0005730;GO:0005654;GO:0000242;GO:0005886;GO:0000922;GO:0051301;GO:0007019;GO:0031109;GO:0007067;GO:0071539;GO:0070201
isogroup02801	GO:0005938;GO:0009055;GO:0051536;GO:0046872;GO:0015035;GO:0045454
isogroup25090	GO:0000781;GO:0005794;GO:0035097;GO:0044666;GO:0005654;GO:0005634;GO:0048188;GO:0005802;GO:0018024;GO:0042802;GO:0042803;GO:0006348;GO:0016197;GO:0051568;GO:0006351
isogroup31159	GO:0005813;GO:0005737;GO:0005739;GO:0005634;GO:0043235;GO:0005102;GO:0003723;GO:0030308;GO:0017148;GO:0090263;GO:0050775;GO:0061003;GO:0033138;GO:0032092;GO:0045944
isogroup03417	GO:0005737;GO:0005850;GO:0005851;GO:0019003;GO:0005525;GO:0003743;GO:0051716;GO:1905098;GO:0014003;GO:0043547;GO:1990928;GO:0009749;GO:0009408;GO:0043434;GO:0006412;GO:0006413
isogroup11541	GO:0005737;GO:0005829;GO:0012505;GO:0005524;GO:0004674;GO:0006888;GO:0035556;GO:0043524;GO:0030182;GO:0006468
isogroup12834	GO:0005576
isogroup06184	GO:0005739;GO:0005634;GO:0004519;GO:0046872;GO:0072684
isogroup14087	GO:0005623;GO:0004550;GO:0030154;GO:0045454;GO:0006241;GO:0006183;GO:0007275;GO:0007283;GO:0006228
isogroup35962	GO:0016021;GO:0005507;GO:0016491;GO:0006825
isogroup32342	GO:0005737;GO:0005829;GO:0005634;GO:0003730;GO:0048027;GO:0000166;GO:0044822;GO:0003723;GO:0045182;GO:0009653;GO:0010467;GO:0051028;GO:0017148;GO:0042035;GO:0006412
isogroup32014	GO:0016020;GO:0070063;GO:0008270;GO:0006397;GO:0006366
isogroup03406	GO:0005737;GO:0070062;GO:0005654;GO:0005634;GO:0003677;GO:0003690;GO:0000166;GO:0008143;GO:0044822;GO:0034046;GO:0003723;GO:0003697;GO:0016071;GO:0010468;GO:0006355;GO:0006351
isogroup08682	GO:0005829;GO:0070062;GO:0042802;GO:0046872;GO:0042803;GO:0004750;GO:0005975;GO:0044262;GO:0019323;GO:0006098;GO:0009052
isogroup29838	GO:0004054;GO:0005524
isogroup12535	GO:0005811;GO:0005875;GO:0005739;GO:0004449;GO:0000287;GO:0051287;GO:0006099
isogroup38763	GO:0002244
isogroup35147	GO:0043679;GO:0030425;GO:0016021;GO:0005887;GO:0043005;GO:0043204;GO:0005886;GO:0038048;GO:0042923;GO:0004985;GO:0007193;GO:0031635;GO:0007610;GO:0048148;GO:0071222;GO:0007268;GO:1990708;GO:0051607;GO:0042755;GO:0044849;GO:0006955;GO:0007626;GO:0042711;GO:0033685;GO:0007218;GO:0038003;GO:0007200;GO:0033603;GO:0040017;GO:1900745;GO:1901381;GO:1903715;GO:2000505;GO:0046877;GO:0051930;GO:1903937;GO:0043627;GO:0045471;GO:0032868;GO:0043278;GO:0009314;GO:0007600;GO:0019233;GO:0050951
isogroup11215	GO:0031307;GO:0000422;GO:0001666
isogroup02386	GO:0005737;GO:0005634;GO:0004842;GO:0051028;GO:0042787
isogroup30987	GO:0005737;GO:0005524;GO:0004335;GO:0033858;GO:0005975;GO:0006012
isogroup24175	GO:0005813;GO:0036064;GO:0005829;GO:0005622;GO:1902636;GO:0031514;GO:0005524;GO:0044183;GO:0001103;GO:0051082;GO:0006458;GO:0014824;GO:0048854;GO:0051216;GO:0021987;GO:0051131;GO:0061077;GO:0060271;GO:0060027;GO:0050910;GO:0007368;GO:0060324;GO:0045444;GO:0008406;GO:0007507;GO:0001947;GO:0021766;GO:0046907;GO:0032402;GO:0030837;GO:0038108;GO:0045776;GO:0010629;GO:0034260;GO:1905515;GO:0045494;GO:0051877;GO:0040018;GO:0006457;GO:0060296;GO:0051492;GO:0007608;GO:0035176;GO:0007286;GO:0021756;GO:0042311;GO:0007601
isogroup38596	GO:0005737;GO:0005634;GO:0046872;GO:0043565;GO:0001223;GO:0008134;GO:0007050;GO:0008285;GO:0045944;GO:0006351
isogroup04097	GO:0070062;GO:0016021;GO:0005747;GO:0022900
isogroup13072	GO:0005737;GO:0005654;GO:0005634;GO:0005886;GO:0003755;GO:0061630;GO:0004842;GO:0034450;GO:0006457;GO:0072659;GO:0000209
isogroup23645	GO:0005794;GO:0005634;GO:0048471;GO:0043234;GO:0005524;GO:0003677;GO:0004386;GO:0004402;GO:0003713;GO:0006357;GO:0006351;GO:0016032
isogroup14595	GO:0016021
isogroup06548	GO:0005858;GO:0005737;GO:0030286;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0060285;GO:0007018
isogroup04618	GO:0005814;GO:0005813;GO:0008022;GO:0007099;GO:0010457;GO:1902857
isogroup04253	
isogroup04955	GO:0005737;GO:0005634;GO:0061630;GO:0007275;GO:0016567;GO:0050999
isogroup27664	GO:0031526;GO:0005905;GO:0030135;GO:0030666;GO:0010008;GO:0043202;GO:0005765;GO:0016020;GO:0043234;GO:0005509;GO:0031419;GO:0015235;GO:0030492;GO:0042802;GO:0004872;GO:0008203;GO:0015889;GO:0020028;GO:0001701;GO:0070207;GO:0015031;GO:0006898;GO:0007584;GO:0006766
isogroup02439	GO:0009982;GO:0003723;GO:0001522;GO:0008033
isogroup11243	GO:0005882;GO:0005198
isogroup15418	GO:0005737;GO:0005634;GO:0003682;GO:0070577;GO:0016569;GO:0006334;GO:0006357;GO:0006351
isogroup33100	GO:0005730;GO:0030687;GO:0042134;GO:0000460;GO:0000470;GO:0000027
isogroup27894	GO:0005776;GO:0005829;GO:0010008;GO:0030904;GO:0035612;GO:0005096;GO:0017137;GO:1905394;GO:0090630;GO:0006914;GO:0006886;GO:0010508;GO:0002092;GO:0031338;GO:0042594;GO:0042147
isogroup06904	GO:0005887;GO:0005886;GO:0015269;GO:0015271;GO:0005267;GO:0022841;GO:0071467;GO:0071435;GO:0006813;GO:0030322
isogroup03721	GO:0005789;GO:0016021;GO:0004671
isogroup28411	GO:0005737;GO:0005794;GO:0005524;GO:0046872;GO:0004702
isogroup28434	GO:0005694;GO:0005737;GO:0005871;GO:0005874;GO:0005634;GO:0005524;GO:0008574;GO:0003677;GO:0007018
isogroup31609	
isogroup13186	GO:0005776;GO:0030136;GO:0033263;GO:0005769;GO:0030897;GO:0005770;GO:0031902;GO:0005765;GO:0048471;GO:0097352;GO:0008333;GO:0032418;GO:0032400;GO:0043473;GO:0030220;GO:0015031;GO:0048070;GO:0006904;GO:0016192
isogroup14307	GO:0030424;GO:0005737;GO:0016020;GO:0005886;GO:0008270;GO:0009948;GO:0098930;GO:0001737;GO:0042067;GO:0001736;GO:0045184;GO:0007164;GO:0007163;GO:0030951;GO:0016348;GO:0045185;GO:0001738;GO:0045746;GO:0045773;GO:1902669;GO:0008104
isogroup22538	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup08901	GO:0032807;GO:0070419;GO:0005634;GO:0045027;GO:0030183;GO:0006310;GO:0006303;GO:0010212;GO:0030217
isogroup38515	GO:0005737;GO:0019005;GO:0031625;GO:0008344;GO:0048512;GO:0042748;GO:0007616;GO:0050804;GO:0060586;GO:0043161;GO:0042787;GO:0030162;GO:1900242;GO:0050951;GO:0042428
isogroup02134	GO:0015629;GO:0005730;GO:0005634;GO:0044822;GO:0001103;GO:0001106;GO:0003713;GO:0000122;GO:0006366
isogroup12878	GO:0005576
isogroup20393	GO:0005789;GO:0016021;GO:0016491;GO:0006636
isogroup02923	GO:0036064;GO:0005737;GO:0005525;GO:0034613;GO:0060271;GO:0006887;GO:0015031;GO:0017157;GO:0031338;GO:0007264
isogroup36851	GO:0005829;GO:0005525;GO:0070300;GO:0035091;GO:0045494;GO:0015031
isogroup12824	GO:0005737;GO:0005634;GO:0016272;GO:0006457
isogroup37064	GO:0005852;GO:0003743
isogroup06312	GO:0005829;GO:0022627;GO:0070062;GO:0031012;GO:0005925;GO:0030529;GO:0016020;GO:0005654;GO:0003729;GO:0044822;GO:0003723;GO:0019843;GO:0003735;GO:0000184;GO:0006450;GO:0000028;GO:0006364;GO:0006614;GO:0006412;GO:0006413;GO:0019083
isogroup18171	GO:0005509
isogroup35907	GO:0070062;GO:0005634;GO:0005524;GO:0034012;GO:0004371;GO:0046872;GO:0050354;GO:0046835;GO:0044262;GO:0061624;GO:0006071;GO:0061625;GO:0039534;GO:0045088
isogroup33369	GO:0005739;GO:0005524;GO:0051536;GO:0046872
isogroup00541	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006351
isogroup00983	GO:0070062;GO:0016021;GO:0005743;GO:0005739;GO:0005634;GO:0055085
isogroup03566	GO:0005829;GO:0070062;GO:0016020;GO:0030246;GO:0002317;GO:0031295;GO:0098792
isogroup07275	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0005524;GO:0016887;GO:0003777;GO:0030030;GO:0007018
isogroup33801	GO:0005743;GO:0005762;GO:0044822;GO:0070125;GO:0070126
isogroup01966	GO:0005829;GO:0005634;GO:0005524;GO:0004693;GO:0004674;GO:0008353;GO:0051301;GO:0007067
isogroup28304	GO:0034451;GO:0005737;GO:0046872;GO:0036159;GO:0044458;GO:0036158
isogroup09328	GO:0005764;GO:0008234;GO:0030154;GO:0007275
isogroup08312	GO:0005524;GO:0008440;GO:0048815
isogroup18651	GO:0005681;GO:0005524;GO:0004386;GO:0003676;GO:0006397;GO:0008380
isogroup29364	GO:0071013;GO:0016607;GO:0005634;GO:0005700;GO:0071011;GO:0035327;GO:0003729;GO:0000166;GO:0007067;GO:0000398;GO:0000381;GO:0010468;GO:0031440;GO:0048024;GO:0001178
isogroup26953	GO:0000785;GO:0000775;GO:0008278;GO:0000794;GO:0016020;GO:0000798;GO:0005654;GO:0003682;GO:0001228;GO:0006915;GO:0051301;GO:0006302;GO:0007067;GO:0045876;GO:0071168;GO:0006357;GO:0007062
isogroup11945	GO:0005913;GO:0005737;GO:0098641;GO:0005096;GO:0032956;GO:0030833;GO:2000145;GO:0008360;GO:0051056;GO:0007264
isogroup07853	GO:0005789;GO:0016021;GO:0005634;GO:0035497;GO:0043565;GO:0003700;GO:0030968;GO:0045944;GO:0006351
isogroup20757	GO:0005737;GO:0031264;GO:0045121;GO:0005739;GO:0043235;GO:0097342;GO:0005524;GO:0070513;GO:0005123;GO:0042802;GO:0032403;GO:0004672;GO:0004674;GO:0004871;GO:0031625;GO:0007257;GO:1990000;GO:0006915;GO:0044257;GO:0071363;GO:0071356;GO:0097191;GO:0070266;GO:0097527;GO:2001237;GO:2001240;GO:0043124;GO:0036289;GO:0043065;GO:2001238;GO:1905206;GO:0043123;GO:0032757;GO:0046330;GO:0045651;GO:0043410;GO:0060545;GO:0010940;GO:0051092;GO:0042327;GO:0043068;GO:0001934;GO:0045944;GO:0032760;GO:0046777;GO:0051291;GO:0051260;GO:0070926;GO:2000377;GO:0034612;GO:0097343;GO:1901026;GO:0070231;GO:0016032
isogroup04452	GO:0016363;GO:0005654;GO:0005634;GO:0016605;GO:0003723;GO:0008270;GO:0007569;GO:0051457;GO:0048147;GO:0018105;GO:0009791;GO:0006468;GO:0050821
isogroup32033	GO:0005737;GO:0005759;GO:0042802;GO:0004587;GO:0030170;GO:0019544;GO:0010121;GO:0055129;GO:0034214
isogroup04170	GO:0005743;GO:0005751;GO:0005739;GO:0043209;GO:0004129;GO:0046872;GO:0042776;GO:0006123
isogroup01168	
isogroup07376	GO:0005576;GO:0004869
isogroup32844	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup17708	GO:0005730;GO:0005524;GO:0004004;GO:0003723;GO:0003724;GO:0016049;GO:0008283;GO:0010501;GO:0019233
isogroup09475	GO:0031966;GO:0047620;GO:0005524;GO:0004143;GO:0003951;GO:0046486
isogroup26595	GO:0009986;GO:0005783;GO:0005615;GO:0005794;GO:0005795;GO:0045121;GO:0004065;GO:0005509;GO:0008449;GO:0060348;GO:0060070;GO:0001502;GO:0051216;GO:0007155;GO:0002063;GO:0048706;GO:0014846;GO:0035860;GO:0030201;GO:0060384;GO:0001822;GO:0036022;GO:0016525;GO:0030336;GO:0001937;GO:0040037;GO:0060686;GO:0030513;GO:0048661;GO:0030177;GO:0048010
isogroup26534	GO:0097208;GO:0097233;GO:0005615;GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0006869;GO:0051384;GO:0006810
isogroup00731	GO:0005868;GO:0005881;GO:0005794;GO:0043657;GO:0099503;GO:0005819;GO:0003774;GO:0051301;GO:0000132;GO:0006886;GO:0019060;GO:0007067;GO:0050768;GO:0048812;GO:0051493;GO:0008277;GO:0043087
isogroup01130	GO:0016235;GO:0030122;GO:0016324;GO:0009925;GO:0005913;GO:0060170;GO:0005905;GO:0005737;GO:0005829;GO:0031901;GO:0043231;GO:0016020;GO:0005886;GO:0098641;GO:0005509;GO:0031593;GO:0008283;GO:0048268;GO:0032456;GO:0007173;GO:0006895;GO:0042059;GO:0001921;GO:0015031;GO:0019065;GO:0042127;GO:0016050;GO:0046718
isogroup24946	GO:0032299;GO:0046872;GO:0003723;GO:0004523;GO:0043137;GO:0006298;GO:0016070
isogroup17354	GO:0005829;GO:0016604;GO:0016607;GO:0005730;GO:0005634;GO:0005886;GO:0016605;GO:0017053;GO:0003677;GO:0042802;GO:0046872;GO:0042803;GO:0000980;GO:0001206;GO:0009952;GO:0006915;GO:0051216;GO:0007417;GO:0042733;GO:0035116;GO:0009880;GO:0035136;GO:0030097;GO:0048133;GO:0001823;GO:0030099;GO:0008285;GO:0045638;GO:0000122;GO:0045892;GO:0043065;GO:0061036;GO:0032332;GO:0045600;GO:0051138;GO:0045778;GO:0045893;GO:0034504;GO:0016567;GO:0006351
isogroup20158	GO:0016324;GO:0016323;GO:0005622;GO:0005891;GO:0008331;GO:0046872;GO:0005245;GO:0070588;GO:0006816;GO:0019722;GO:0042045;GO:0086010;GO:0006936;GO:0016322
isogroup21765	
isogroup01740	GO:0019013;GO:0003676;GO:0008270;GO:0006313
isogroup07350	GO:0005634;GO:0046872;GO:0000978;GO:0006355;GO:0006351
isogroup14156	GO:0005576;GO:0008061;GO:0004568;GO:0008084;GO:0005975;GO:0006032;GO:0040003;GO:0007444;GO:0042060
isogroup28691	GO:0046872
isogroup27011	GO:0045177;GO:0005938;GO:0000132;GO:0060487;GO:0007399
isogroup02793	GO:0005840;GO:0019843;GO:0003735;GO:0006412
isogroup05194	GO:0016491
isogroup09725	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup15929	GO:0071013;GO:0005654;GO:0005681;GO:0005686;GO:0044822;GO:0030620;GO:0000398
isogroup22788	GO:0005814
isogroup27169	GO:0071797;GO:0016874;GO:0043130;GO:0008270;GO:0043123;GO:0097039
isogroup14018	GO:0005654;GO:0000166;GO:0044822
isogroup18782	GO:0000408;GO:0005739;GO:0046872;GO:0004222;GO:0061711;GO:0002949
isogroup37977	GO:0016324;GO:0005829;GO:0070062;GO:0005765;GO:0005902;GO:0005739;GO:0043209;GO:0005886;GO:0033180;GO:0005524;GO:0046961;GO:0015991;GO:0046034
isogroup35419	GO:0005923;GO:0030175;GO:0016021;GO:0016328;GO:0005886;GO:0005919;GO:0005918;GO:0005509;GO:0008366;GO:0048675;GO:0007409;GO:0061343;GO:0048036;GO:0048813;GO:0007173;GO:0060857;GO:0008050;GO:0007560;GO:0008049;GO:0035011;GO:0008045;GO:0016319;GO:0021682;GO:0007158;GO:0048812;GO:0072499;GO:0045924;GO:0035151;GO:0019991;GO:0050808
isogroup05751	GO:0070062;GO:0005615;GO:0043202;GO:0005765;GO:0004348;GO:0016787;GO:0005102;GO:1905037;GO:0005975;GO:0009267;GO:0071356;GO:0046513;GO:0006680;GO:0032269;GO:0032715;GO:0043407;GO:1901215;GO:0032463;GO:1904925;GO:1904457;GO:0032436;GO:0043243;GO:0035307;GO:1903061;GO:0051247;GO:1903052;GO:0032268;GO:0051246;GO:0033561;GO:0043627;GO:0051384;GO:0009268;GO:0033574;GO:0097066;GO:0043589;GO:0046512;GO:0023021
isogroup05872	GO:0070062;GO:0005615;GO:0005764;GO:0016020;GO:0005739;GO:0047499;GO:0008374;GO:0006672;GO:0006631;GO:0006650;GO:0034638;GO:0046470;GO:0046338
isogroup13066	GO:0001669;GO:0005737;GO:0031514;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0035556;GO:0007275;GO:0006468;GO:0007286
isogroup26296	GO:0005829;GO:0070062;GO:0005794;GO:0005730;GO:0005886;GO:0003857;GO:0050104;GO:0070403;GO:0006631
isogroup03595	GO:0005789;GO:0016021;GO:0009953;GO:0006888;GO:0007030;GO:0002121;GO:0034389;GO:0090263;GO:0070863;GO:0061357;GO:0048042;GO:0000003;GO:0035220
isogroup00739	GO:0005654;GO:0005524;GO:0004004;GO:0044822;GO:0010501;GO:0006364
isogroup35122	GO:0009986;GO:0031410;GO:0070062;GO:0005886;GO:0000502;GO:0045202;GO:0004866;GO:0004843;GO:0007268;GO:1903070;GO:0016579;GO:0050920;GO:0006511
isogroup15913	GO:0005737;GO:0016363;GO:0016607;GO:0005654;GO:0005634;GO:0016018;GO:0003755;GO:0044822;GO:0006457;GO:0008380
isogroup27905	GO:0030014;GO:0030015;GO:0005737;GO:0000932;GO:0005615;GO:0043231;GO:0016020;GO:0005634;GO:0005778;GO:0070016;GO:0030331;GO:0044822;GO:0032947;GO:0019904;GO:0042974;GO:0035195;GO:0033147;GO:0048387;GO:0000122;GO:0017148;GO:0000288;GO:0010606;GO:0061014;GO:1900153;GO:0060213;GO:2000036;GO:0090503;GO:0006351;GO:0001829
isogroup01142	GO:0005887;GO:0016020;GO:0005886;GO:0005524;GO:0042626;GO:0043225;GO:0015432;GO:0008514;GO:0015721;GO:0055085;GO:0006810
isogroup02605	GO:0005829;GO:0005654;GO:0005524;GO:0046872;GO:0004674;GO:0006364
isogroup20996	GO:0005737;GO:0005829;GO:0005634;GO:0016791;GO:0004725;GO:0008138;GO:0008270;GO:0016311;GO:0033133
isogroup08472	GO:0009986;GO:0005576;GO:0005615;GO:0016021;GO:0097730;GO:0005509;GO:0005201;GO:0000902;GO:0042052;GO:0010378
isogroup03934	GO:0005634;GO:0003743
isogroup29140	GO:0005615;GO:0005578;GO:0051216;GO:0030154;GO:0040007;GO:0001503
isogroup26275	GO:0016593;GO:0035327;GO:0080182;GO:0000122;GO:0051571;GO:0032968;GO:0045944;GO:0006351
isogroup11164	GO:0005730;GO:0005654;GO:0005634;GO:0035102;GO:0005669;GO:0005524;GO:0010485;GO:0036408;GO:0004674;GO:0001129;GO:0043565;GO:0017025;GO:0008134;GO:0007049;GO:0006352;GO:0044154;GO:0043967;GO:0022008;GO:0045944;GO:0060261;GO:0007221;GO:0006468;GO:0046425;GO:0051123;GO:0006367
isogroup14232	GO:0005829;GO:0005634;GO:0051087;GO:0007049;GO:0032212;GO:0006457
